acc,acc_last_visited
common,grpr_edit
common,guest
common,guests
common,hh_mm
common,hh_mm_ss
common,hide_private_notes
common,hide_structure
common,hist_dbk_delete_pg
common,hist_dbk_delete_st
common,hist_dbk_pg_create
common,hist_dbk_pg_cut
common,hist_dbk_pg_paste
common,hist_dbk_pg_update
common,hist_dbk_st_cut_page
common,hist_dbk_st_paste_page
common,hist_file_create
common,hist_file_new_version
common,hist_file_replace
common,hist_lm_pg_cut
common,hist_lm_pg_paste
common,hist_lm_pg_update
common,hist_lm_st_cut_page
common,hist_lm_st_paste_page
common,hist_no_entries
common,hours_of_day
common,htlm_edit
common,html_block
common,icons_in_header
common,icons_in_item_rows
common,icons_in_typed_lists
common,icons_in_typed_lists_info
common,if_no_title_then_url
common,il_chat_moderator_moderate
common,il_chat_moderator_read
common,il_chat_moderator_visible
common,il_chat_moderator_write
common,ilias_and_webfolder_username
common,ilias_username
common,image_gen_unsucc
common,import_alm
common,import_forum_finished
common,import_glossary
common,import_grp
common,import_grp_finished
common,import_root_user
common,import_spl
common,info_accessFree_sure
common,info_enter_login_or_id
common,info_trash
common,information_abbr
common,inifile
common,input_error
common,invoice_number
common,invoice_number_reset_period
common,invoice_number_reset_period_desc
common,invoice_number_setting
common,itgr_copy
common,itgr_import
common,java_server_no_connection
common,lang_version
common,last_visit
common,ldap_edit_permission
common,ldap_login_key
common,ldap_objectclass
common,ldap_passwd
common,ldap_search_base
common,ldap_v2
common,ldap_v3
common,ldap_visible
common,ldap_write
common,learning_objects
common,learning_resourc
common,link_check_body_top
common,link_dynamic_info
common,linked_object
common,linked_pages
common,links_not_available
common,list_of_pages
common,literature
common,literature_bookmarks
common,lm_a
common,lm_create
common,lm_join
common,lm_leave
common,lm_type_aicc
common,lm_type_hacp
common,lo_available
common,lo_categories
common,lo_edit
common,lo_new
common,lo_no_content
common,lo_other_langs
common,lo_overview
common,lock_file
common,logic_and
common,login_time
common,login_to_ilias_via_openid
common,los
common,los_last_visited
common,mail_a_root
common,mail_allow_smtp
common,mail_delete_error_file
common,mail_feedback
common,mail_import
common,mail_intern_enable
common,mail_maxsize_box
common,mail_maxsize_mail
common,mail_maxtime_attach
common,mail_maxtime_mail
mail,mail_multiple_recipients_found
mail,mail_no_recipient_found
common,mail_no_valid_group_role
common,mail_search_courses_not_found
common,mail_search_groups_not_found
common,mail_search_word
common,mail_system
common,main_menu_frame
common,manage_tracking_data
common,mark_all_read
common,mark_all_unread
common,max_number_rec
common,max_time
common,mem_view_deactivate
common,membership_annulled
common,mep_added
common,message_to
common,migrate
common,min_time
common,mm_dd_yyyy
common,mod_rewrite_disabled
common,move_blocks
common,move_down
common,move_left
common,move_right
common,move_to
common,move_up
common,move_users_to_style
common,msg_changes_ok
common,msg_deleted_roles
common,msg_deleted_rolt
common,msg_deleted_rolts
common,msg_error_copy
common,msg_input_either_file_or_url
common,msg_invalid_filetype
common,msg_min_one_active_role
common,msg_no_perm_create
common,msg_no_perm_create_object1
common,msg_no_perm_create_object2
common,msg_no_perm_create_role
common,msg_no_perm_create_rolf
common,msg_no_perm_create_user
common,msg_no_perm_delete_track
common,msg_no_perm_modify_role
common,msg_no_perm_read_track
common,msg_no_perm_undelete
common,msg_no_rolf_allowed1
common,msg_no_rolf_allowed2
common,msg_no_scan_log
common,msg_no_sysadmin_sysrole_not_assignable
common,msg_no_type_accessible
common,msg_no_type_available
common,msg_no_url
common,msg_nothing_found
common,msg_role_exists1
common,msg_role_exists2
common,msg_roleassignment_active_changed
common,msg_roleassignment_active_changed_comment
common,msg_wrong_filetype
common,multimedia
common,my_frms
common,my_grps
common,my_los
common,my_tsts
common,new_appointment
common,new_customer
common,new_customer_info
common,new_folder
common,new_group
common,new_list_password
common,new_lowercase
common,new_mail
common,nickname
common,no_access_link_object
common,no_bm_in_personal_list
common,no_chat_in_personal_list
common,no_conditions_found
common,no_datasets
common,no_description
common,no_frm_in_personal_list
common,no_grp_in_personal_list
common,no_import_available
common,no_invalid_links
common,no_lo_in_personal_list
common,no_local_users
common,no_objects
common,no_permission_to_join
common,no_submission_made
common,no_tst_in_personal_list
common,no_user_defined_fields_defined
common,no_users_applied
common,no_zip_file
common,not_accessed
common,not_accessed_yet
common,not_enabled_or_configured
common,note_all_pub_notes
common,note_my_pub_notes
common,nr_following_sessions
common,number_of_accesses
common,number_of_records
common,obj_alm
common,obj_calendar
common,obj_cat_select
common,obj_cen
common,obj_chac
common,obj_chac_desc
common,obj_chat
common,obj_chtr_duplicate
common,obj_crs_select
common,obj_dcl_dupliate
common,obj_exc_duplicate
common,obj_exc_select
common,obj_file_duplicate
common,obj_file_select
common,obj_fold_duplicate
common,obj_fold_select
common,obj_frm_select
common,obj_grp_select
common,obj_htlm_duplicate
common,obj_il_chat_moderator
common,obj_itgr_duplicate
common,obj_itgr_select
common,obj_ldap
common,obj_ldap_desc
common,obj_lo
common,obj_mass_duplicate
common,obj_mass_select
common,obj_mcst_duplicate
common,obj_mep_duplicate
common,obj_nota
common,obj_note
common,obj_notf
common,obj_owner
common,obj_poll_dupliate:
common,obj_prg_select
common,obj_sahs_duplicate
common,obj_sess_select
common,obj_spl_duplicate
common,obj_svy_select
common,obj_taxf_desc
common,obj_tool_settings
common,obj_tool_settings_title
common,obj_tst_select
common,obj_typ
common,obj_url
common,obj_uset
common,obj_webr_select
common,obj_wiki_duplicate
common,object_duration
common,object_not_found
common,object_purchased_date
common,objf_edit_permission
common,objf_read
common,objf_visible
common,objf_write
common,objs_alm
common,objs_chat
common,objs_confirm
common,objs_dbk
common,objs_delete
common,objs_lng
common,objs_lo
common,objs_mob
common,objs_note
common,objs_pg
common,objs_rolt
common,objs_type
common,objs_url
common,objs_usr
common,offline_version
common,online_chapter
common,online_version
common,open_views_inside_frameset
common,options_for_subobjects
common,order_by_answers
common,page_edit
common,passwd_list
common,password_assistance_disabled
common,paste_clipboard_items_into_multiple_objects
common,path_to_babylon
common,pd_enable_contacts
common,pd_enable_contacts_requires_mail
common,pd_items_news_info
common,per_object
common,perm_role_info_1
common,perm_role_info_2
common,perm_role_info_glob_1
common,perm_role_info_glob_2
common,perm_special_options
common,permission_denied_filed_locked_by
common,permission_settings_info
common,pg_a
common,pg_added
common,pg_edit
common,presentation_options
common,preview_learner
common,preview_learner_info
common,public_profile_not_visible
common,publication
common,publication_date
common,published
common,publishing_organisation
common,qpl_upload_file
common,quarterly
common,question_pools
common,recf_edit
common,refresh_list
common,register_info
common,registration_disabled
common,registration_expired
common,remove_personal_picture
common,renderer_type_plugin
common,repository_frame
common,request_membership
common,require_city
common,require_country
common,require_default_role
common,require_department
common,require_fax
common,require_firstname
common,require_institution
common,require_lastname
common,require_login
common,require_mandatory
common,require_passwd
common,require_passwd2
common,require_phone_home
common,require_phone_mobile
common,require_phone_office
common,require_street
common,require_zipcode
common,retype_password
common,role_a
common,role_add
common,role_add_local
common,role_count_users
common,role_deleted
common,role_desk_none_created
common,role_header_edit_users
common,role_list_users
common,role_no_groups_selected
common,role_no_results_found
common,role_search_enter_search_string
common,role_search_users
common,role_user_deassign
common,role_user_edit
common,role_user_send_mail
common,rolt_a
common,rolt_add
common,root_edit
common,rte_editor_disabled
common,rte_editor_enabled
common,sahs_create
common,sahs_join
common,sahs_leave
common,save_customer_address
common,save_customer_address_info
common,saved
common,scorm_add
common,scorm_create_export_file_iso
search,search_active
search,search_inactive
common,search_minimum_characters
common,search_note
common,search_recipient
common,search_to_short
common,sections
common,select_mode
common,select_object_to_copy
common,select_page
common,select_password
common,select_questionpool_option
common,send_mail_selected
common,session_config_maintenance_enabled
common,session_reminder_extended
common,settings_for_new_members
common,shib_configure
common,shib_edit_permission
common,shib_read
common,shib_visible
common,shib_write
common,show_hidden_block
common,show_list
common,show_private_notes
common,show_profile
common,show_structure
common,sort_activation_header
common,spl_upload_file
common,st_a
common,st_add
common,st_added
common,st_edit
common,st_new
common,standard_icon
common,state_changed
common,state_changed_inside
common,state_new
common,state_unread
common,stop_inheritance
common,stop_moving_blocks
common,style_activation
common,subcat_name
common,subchapter_new
common,subject_module
common,svy_evaluation
common,svy_no_content
common,svy_participate
common,svy_upload_file
common,system_choose_language
common,system_groups
common,system_grp
common,system_style_settings
common,tax_delete
common,tax_edit
common,tax_edit_permission
common,tax_read
common,tax_visible
common,tax_write
common,taxf_edit_permission
common,taxf_read
common,taxf_visible
common,taxf_write
common,test_intern
common,test_module
common,time_d
common,time_h
common,time_limit_applied_users
common,time_limit_not_within_owners
common,time_limit_users_updated
common,time_limits
common,time_segment
common,tiny_icon
common,title_and_translations
common,title_long
common,to_filter
common,toggle_hidden_sections
common,tpl_path
common,tracked_objects
common,tracking_data
common,tracking_data_del_confirm
common,tracking_data_deleted
common,tree_frame_info
common,tree_left
common,tree_right
common,tst_anon_eval
common,tst_no_content
common,tst_upload_file
common,txt_add_object_instruction1
common,txt_add_object_instruction2
common,type_your_message_here
common,udf_add_field
common,udf_delete_header
common,udf_no_entries
common,udf_no_name_given
common,udf_update_success
common,udf_value
common,udf_value_deleted
common,ums_login_account
common,unlabeled
common,unread_lowercase
common,unselected
common,url_a
common,url_add
common,url_added
common,url_create_url
common,url_delete
common,url_description
common,url_edit
common,url_edit_permission
common,url_new
common,url_read
common,url_visible
common,url_write
common,user_access
common,user_not_chosen
common,user_profile_instant_messengers
common,user_statistics
common,users_online_show_associated
common,users_online_show_n
common,users_online_show_short_associated
common,users_online_show_short_n
common,users_online_show_short_y
common,users_online_show_y
common,usertracking
common,usr_a
common,usr_added
common,usr_agreement_empty
common,usr_filter_empty_result
common,usr_hits_per_page
common,usr_settings_header_profile_profile
common,usr_style
common,usrf_create_user
common,usrimport_action_failed
common,usrimport_xml_pw_bcrypt_missing_salt
common,vendors
common,verification_log
common,visible_layers
common,webdav_pear_auth_http_needed
common,webfolder
common,webr_add_item
common,webr_delete_items
common,webr_edit_item
common,webr_fillout_all
common,webr_item_updated
common,webr_join
common,webr_last_check
common,webr_leave
common,webr_modified_items
common,webr_never_checked
common,webr_new
common,webr_no_items_created
common,who_is_online
common,width_x_height
common,you_may_add_local_roles
common,your_message
common,yyyy_mm_dd
cont,cont_news_add_news
content,cont_activate_multi_lang
content,cont_add_circle
content,cont_add_fullscreen
content,cont_add_lang
content,cont_add_polygon
content,cont_add_rectangle
content,cont_all_definitions
content,cont_api_adapter
content,cont_api_func_prefix
content,cont_assign_translation
content,cont_assignments_deleted
content,cont_back_to_page
content,cont_booktitle
content,cont_browser_not_js_capable
content,cont_chap_copy_select_target_now
content,cont_citation_err_one
content,cont_citations
content,cont_Code
content,cont_conf_delete_lang
content,cont_content_obj
content,cont_contents
content,cont_copy_object
content,cont_copy_to_media_pool
content,cont_create_dir
content,cont_create_export_file
content,cont_create_export_file_html
content,cont_create_export_file_scorm
content,cont_create_export_file_xml
content,cont_create_final_lm_page
content,cont_create_final_sco_page
content,cont_create_folder
content,cont_create_html_version
content,cont_cross_reference
content,cont_debugpw
content,cont_del_assignment
content,cont_derive_from_obj
content,cont_details
content,cont_e_g_example
content,cont_edit_area
content,cont_edit_mob_files
content,cont_edit_mob_properties
content,cont_edit_tab_properties
content,cont_edition
content,cont_empty_mep_folder
content,cont_export_files
content,cont_export_success
content,cont_export_tracking
content,cont_export_type
content,cont_external
content,cont_external_url
content,cont_final_lm_page
content,cont_final_lm_page_info
content,cont_final_sco_page
content,cont_final_sco_page_info
content,cont_format_error
content,cont_frame_botright
content,cont_frame_maincontent
content,cont_frame_right
content,cont_frame_toc
content,cont_frame_topright
content,cont_get_orig_size
content,cont_glo_menu
content,cont_Hint
content,cont_how_published
content,cont_insert_login_page_element
content,cont_insert_new_footnote
content,cont_insert_search
content,cont_insert_tabs
content,cont_internal
content,cont_isbn
content,cont_issn
content,cont_journal
content,cont_js_chap_editing
content,cont_keyword
content,cont_last_access
content,cont_link_whole_picture
content,cont_lk_survey
content,cont_lpe_cas_login_form
content,cont_lpe_language_selection
content,cont_lpe_login_form
content,cont_lpe_openid_login_form
content,cont_lpe_registration_link
content,cont_lpe_shib_login_form
content,cont_lpe_user_agreement_link
content,cont_manage_multilang
content,cont_map_areas
content,cont_mep_structure
content,cont_mob_files
content,cont_mob_prop
content,cont_month
content,cont_move_object
content,cont_msg_multiple_editions
content,cont_multilang_currently_deactivated
content,cont_my_courses_no_settings
content,cont_new_assignment
content,cont_new_media_obj
content,cont_no_assign_itself
content,cont_no_object_found
content,cont_no_zip_file
content,cont_not_js_chap_editing
content,cont_Number
content,cont_offline
content,cont_offline_files
content,cont_offline_versions
content,cont_open_heigth
content,cont_open_width
content,cont_or
content,cont_order
content,cont_page_link
content,cont_page_select_target_now
content,cont_pg_content
content,cont_public_notes
content,cont_public_notes_desc
content,cont_publisher
content,cont_pword
content,cont_question_pool
content,cont_Reading
content,cont_really_delete_special_pages
content,cont_remove_fullscreen
content,cont_removeiln
content,cont_repository_item_links
content,cont_resize_explanation
content,cont_resize_explanation2
content,cont_resize_image
content,cont_sc_auto_review
content,cont_sc_auto_review_info_12
content,cont_sc_max_attempt
content,cont_sc_score_was_higher_message
content,cont_school
content,cont_select_max_one_term
content,cont_select_one_edition
content,cont_select_one_translation
content,cont_select_one_translation_warning
content,cont_select_term
content,cont_select_translation
content,cont_series
content,cont_series_editor
content,cont_series_title
content,cont_series_volume
content,cont_set
content,cont_set_after
content,cont_set_before
content,cont_set_cancel
content,cont_set_class
content,cont_set_edit_mode
content,cont_set_into
content,cont_set_shape
content,cont_set_styles_and_widths
content,cont_set_width
content,cont_show
content,cont_show_citation
content,cont_source
content,cont_st_on_pg
content,cont_synchronize_frames
content,cont_synchronize_frames_desc
content,cont_table_cellspacing
content,cont_table_html_import
content,cont_table_html_import_info
content,cont_table_spreadsheet_import
content,cont_table_spreadsheet_import_info
content,cont_tabs_accordion
content,cont_tabs_hor_align_info
content,cont_tabs_hor_tabs
content,cont_text_type
content,cont_title
content,cont_title_footnotes
content,cont_translations
content,cont_translations_assigned
content,cont_Unordered
content,cont_update
content,cont_update_login_page_element
content,cont_update_names
content,cont_update_qover
content,cont_update_tabs
content,cont_update_titles_and_actions
content,cont_upload_file
content,cont_url
content,cont_view_last_export_log
content,cont_where_published
content,cont_wysiwyg
content,cont_year
content,content_current
content,content_last
content,glo_add_term_properties
content,HTML export
content,pages from
content,PDF export
content,read offline
content,seq_abandon
content,seq_abandonall
content,seq_blocked
content,seq_coursecomplete
content,seq_deadlock
content,seq_invalidnavreq
content,seq_nothing
content,start export
cron,cro_job_rc_job_no_result
crs,add_event
crs,crs_access_password
crs,crs_add_grp_assignment
crs,crs_add_member
crs,crs_add_subscribers
crs,crs_admin_no_notify
crs,crs_admin_notify
crs,crs_admission_link_failure_membership_limited
crs,crs_allow_abo
crs,crs_already_assigned_to_list
crs,crs_archive_download
crs,crs_archive_info
crs,crs_archive_read
crs,crs_archive_select_type
crs,crs_archive_type
crs,crs_archive_type_disabled
crs,crs_auto_fill
crs,crs_availability_limitless_info
crs,crs_availability_until_info
crs,crs_change_status
crs,crs_chapter_already_assigned
crs,crs_copy_cat_not_allowed
crs,crs_count_questions
crs,crs_crs_structure
crs,crs_deassign_lm_sure
crs,crs_delete_file
crs,crs_delete_from_list_sure
crs,crs_delete_from_waiting_list
crs,crs_delete_member
crs,crs_delete_members_sure
crs,crs_delete_subscribers
crs,crs_delete_subscribers_sure
crs,crs_edit_archive
crs,crs_edit_content
crs,crs_edit_start_objects
crs,crs_existing_files
crs,crs_filename
crs,crs_free_places
crs,crs_further_settings
crs,crs_grouping
crs,crs_grouping_assign
crs,crs_grouping_modified_assignment
crs,crs_groupings_ask_delete
crs,crs_grp_assigned_courses
crs,crs_grp_assigned_courses_info
crs,crs_grp_courses_already_assigned
crs,crs_grp_crs_assignment
crs,crs_grp_deassigned_courses
grp,crs_grp_enter_title
crs,crs_grp_modified_grouping
crs,crs_grp_no_course_selected
grp,crs_grp_table_assigned_courses
crs,crs_header_delete_subscribers
crs,crs_header_members
crs,crs_header_remove_from_waiting_list
crs,crs_hide_link_lms
crs,crs_hide_link_objectives
crs,crs_hide_link_or
crs,crs_hide_link_session
crs,crs_hide_link_tst
crs,crs_item_availability_info
crs,crs_learning_materials
crs,crs_list_users
crs,crs_lm_assignment
crs,crs_lm_assignment_deleted
crs,crs_lm_deassign
crs,crs_lm_no_assignments_selected
crs,crs_lms_already_assigned
crs,crs_loc_err_no_active_it
crs,crs_loc_err_no_active_qt
crs,crs_loc_err_nr_tries_exceeded
crs,crs_loc_limited_passes
crs,crs_loc_num_qst
crs,crs_loc_passes
crs,crs_loc_qst_resume_tst_itest
crs,crs_loc_qst_resume_tst_qtest
crs,crs_loc_qt_visibility
crs,crs_loc_qt_visibility_all
crs,crs_loc_qt_visibility_lo
crs,crs_loc_settings_type
crs,crs_loc_subtab_creation
crs,crs_loc_tst_new_run
crs,crs_loc_tst_resume
crs,crs_loc_type_initial_all
crs,crs_loc_type_initial_all_info
crs,crs_loc_type_initial_sel
crs,crs_loc_type_practise
crs,crs_loc_type_practise_info
crs,crs_loc_type_qualified
crs,crs_loc_type_qualified_info
crs,crs_mem_change_status
crs,crs_member_blocked
crs,crs_member_of
crs,crs_member_unblocked
crs,crs_member_updated
crs,crs_members_footer
crs,crs_members_footer_passed
crs,crs_members_table
crs,crs_members_title
crs,crs_move_down
crs,crs_move_up
crs,crs_moved_item
crs,crs_moved_objective
crs,crs_new_search
crs,crs_no_archives_available
crs,crs_no_chapter_selected
crs,crs_no_exercises
crs,crs_no_groupings_assigned
crs,crs_no_groups_selected
crs,crs_no_items_found
crs,crs_no_language
crs,crs_no_lm_selected
crs,crs_no_lms_assigned
crs,crs_no_lms_inside_course
crs,crs_no_lms_inside_crs
crs,crs_no_member_selected
crs,crs_no_members_assigned
crs,crs_no_question_selected
crs,crs_no_questions_assigned
crs,crs_no_results_found
crs,crs_no_roles_selected
crs,crs_no_starter_created
crs,crs_no_tests_inside_crs
crs,crs_no_title_given
crs,crs_no_valid_member_id_given
crs,crs_objective_action_qtest_sep
crs,crs_objective_add_qst
crs,crs_objective_assign_chapter
crs,crs_objective_assign_lm
crs,crs_objective_assign_question
crs,crs_objective_assigned_qst
crs,crs_objective_deassign_question
crs,crs_objective_delete_lm_assignment
crs,crs_objective_insert_percent
crs,crs_objective_no_title_given
crs,crs_objective_question_assignment
crs,crs_objective_status_fullfilled
crs,crs_objective_status_start
crs,crs_objective_step
crs,crs_objective_updated_test
crs,crs_objectives_assign_chapter
crs,crs_objectives_assigned_lms
crs,crs_objectives_assigned_new_questions
crs,crs_objectives_assigned_questions
crs,crs_objectives_chapter_assignment
crs,crs_objectives_deassign_question_sure
crs,crs_objectives_info_final
crs,crs_objectives_info_finished
crs,crs_objectives_info_none
crs,crs_objectives_info_pretest
crs,crs_objectives_info_pretest_non_suggest
crs,crs_objectives_lm_assignment
crs,crs_objectives_max_points
crs,crs_objectives_no_question_selected
crs,crs_objectives_nr_questions
crs,crs_objectives_qst_deassigned
crs,crs_offline
crs,crs_options
crs,crs_other_groupings
crs,crs_persons_on_waiting_list
crs,crs_question_assignment
crs,crs_reg_code_value
crs,crs_reg_deactivated
crs,crs_reg_lim_info
crs,crs_reg_notify_info
crs,crs_reg_period
crs,crs_reg_subscription_deactivated
crs,crs_reg_subscription_end_earlier
crs,crs_reg_subscription_max_members_reached
crs,crs_reg_subscription_start_later
crs,crs_reg_type_info
crs,crs_reg_unlim_info
crs,crs_reg_user_already_assigned
crs,crs_reg_user_blocked
crs,crs_registration_limited_info
crs,crs_registration_period
crs,crs_registration_unlimited
crs,crs_role
crs,crs_search_enter_search_string
crs,crs_search_for
crs,crs_search_members
crs,crs_search_str
crs,crs_select_exactly_one_lm
crs,crs_select_exactly_one_tst
crs,crs_select_native_lm
crs,crs_select_one_object
crs,crs_select_registration_type
crs,crs_set_on_waiting_list
crs,crs_show_link_lms
crs,crs_show_link_objectives
crs,crs_show_link_or
crs,crs_show_link_session
crs,crs_show_link_tst
crs,crs_show_objectives_view
crs,crs_sort_manual_info
crs,crs_sort_title_info
crs,crs_sortorder
crs,crs_sortorder_abo
crs,crs_subscribers
crs,crs_subscription_notify
crs,crs_subscription_options_deactivated
crs,crs_subscription_requested
crs,crs_subscription_type
crs,crs_suggest_lm
crs,crs_suggested_sections
crs,crs_suggestion_end
crs,crs_test_status_complete
crs,crs_test_status_not_complete
crs,crs_test_status_random
crs,crs_time
crs,crs_timings_availability_tbl
crs,crs_timings_duration
crs,crs_timings_late_end
crs,crs_timings_presetting_tbl
crs,crs_tutor_no_notify
crs,crs_tutor_notify
crs,crs_update_objective
crs,crs_user_login
crs,crs_view_archive
crs,crs_visibility_until_info
crs,crs_youre_position
crs,event_assign_materials
crs,event_clone_btn
crs,event_cloned
crs,event_date
crs,event_delete_file
crs,event_delete_sure
crs,event_end_date
crs,event_existing_files
crs,event_file_download
crs,event_file_name
crs,event_file_size_info
crs,event_full_time_info
crs,event_fullday
crs,event_further_informations
crs,event_general_infos
crs,event_general_properties
crs,event_inc_admins
crs,event_inc_members
crs,event_inc_tutors
crs,event_participation
crs,event_register
crs,event_registration
crs,event_registration_info
crs,event_registration_participance
crs,event_save_participants
crs,event_select_one
crs,event_start_date
crs,event_tbl_participants
crs,event_time
crs,events_clone_title
crs,events_deleted
crs,import_crs
crs,learners_view
crs,max_members_not_numeric
crs,save_status
crs,sess_date_time
crs,sess_gen_comment
crs,sess_gen_mark_title
crs,sess_gen_signature
crs,tutor_firstname
crs,tutor_lastname
crs,tutor_title
dateplaner,add_data
dateplaner,app_
dateplaner,app_date
dateplaner,app_freetime
dateplaner,app_inbox
dateplaner,app_list
dateplaner,app_properties
dateplaner,application
dateplaner,begin_date
dateplaner,busytime
dateplaner,cal_booking_confirmation_link
dateplaner,cal_ch_export_apps
dateplaner,cal_ch_user_assignment_success
dateplaner,cal_confirm_booking_info
dateplaner,cal_end
dateplaner,cal_no_recurrences
dateplaner,cal_sync_header
dateplaner,cal_type_rl_info
dateplaner,cal_type_usr
dateplaner,cal_what
dateplaner,changedDates
dateplaner,changeTo
dateplaner,checkforfreetime
dateplaner,date_format_middle
dateplaner,DateText
dateplaner,Day_long
dateplaner,del_all
dateplaner,del_one
dateplaner,deletedDates
dateplaner,discard
dateplaner,dv_button_cancel
dateplaner,dv_button_delete
dateplaner,dv_button_insert
dateplaner,dv_button_update
dateplaner,dv_date_begin
dateplaner,dv_date_end
dateplaner,dv_date_hm
dateplaner,dv_enddate
dateplaner,dv_groupselect
dateplaner,dv_Grouptime
dateplaner,dv_groupview
dateplaner,dv_groupview_text
dateplaner,dv_keywords
dateplaner,dv_keywordselect
dateplaner,dv_message
dateplaner,dv_noGroup
dateplaner,dv_noKey
dateplaner,dv_preview
dateplaner,dv_rotation
dateplaner,dv_rotation_date
dateplaner,dv_rotation_end
dateplaner,dv_shorttext
dateplaner,dv_startdate
dateplaner,dv_text
dateplaner,dv_whole_day
dateplaner,dv_whole_rotation
dateplaner,endtime_for_view
dateplaner,ERROR_DATE_EXISTS
dateplaner,ERROR_DB
dateplaner,ERROR_DB_CONNECT
dateplaner,ERROR_DEL_MSG
dateplaner,ERROR_END_START
dateplaner,ERROR_ENDDATE
dateplaner,ERROR_ENDTIME
dateplaner,ERROR_FILE_CSV_MSG
dateplaner,ERROR_JAVASCRIPT
dateplaner,error_minical_img
dateplaner,ERROR_ROT_END_START
dateplaner,ERROR_ROTATIONEND
dateplaner,ERROR_SHORTTEXT
dateplaner,ERROR_STARTDATE
dateplaner,ERROR_STARTTIME
dateplaner,ERROR_TS
dateplaner,extra_dates
dateplaner,freetime
dateplaner,help_day
dateplaner,help_day_l
dateplaner,help_enddate
dateplaner,help_enddate_l
dateplaner,help_endrotation
dateplaner,help_endrotation_l
dateplaner,help_endtime
dateplaner,help_endtime_l
dateplaner,help_filename
dateplaner,help_fullday
dateplaner,help_fullday_l
dateplaner,help_further
dateplaner,help_group
dateplaner,help_group_l
dateplaner,help_inbox
dateplaner,help_inbox_l
dateplaner,help_keyword
dateplaner,help_keyword_l
dateplaner,help_keywordUse
dateplaner,help_keywordUse_l
dateplaner,help_list
dateplaner,help_list_l
dateplaner,help_month
dateplaner,help_month_l
dateplaner,help_properties_alt
dateplaner,help_properties_alt_l
dateplaner,help_properties_del
dateplaner,help_properties_del_l
dateplaner,help_properties_import
dateplaner,help_properties_import_l
dateplaner,help_properties_new
dateplaner,help_properties_new_l
