acc,acc_last_visited
dateplaner,help_properties_time
dateplaner,help_properties_time_l
dateplaner,help_rotation
dateplaner,help_rotation_l
dateplaner,help_shorttext
dateplaner,help_shorttext_l
dateplaner,help_startdate
dateplaner,help_startdate_l
dateplaner,help_starttime
dateplaner,help_starttime_l
dateplaner,help_text
dateplaner,help_text_l
dateplaner,help_week
dateplaner,help_week_l
dateplaner,importDates
dateplaner,insertImportDates
dateplaner,k_alldates
dateplaner,Language_file
dateplaner,Listbox_long
dateplaner,long_01
dateplaner,long_02
dateplaner,long_03
dateplaner,long_04
dateplaner,long_05
dateplaner,long_06
dateplaner,long_07
dateplaner,long_08
dateplaner,long_09
dateplaner,long_10
dateplaner,long_11
dateplaner,long_12
dateplaner,main_dates
dateplaner,menue
dateplaner,mmonth
dateplaner,Month_long
dateplaner,mweek
dateplaner,myeahr
dateplaner,new_doc
dateplaner,newDates
dateplaner,newKeyword
dateplaner,no_entry
dateplaner,o_day_date
dateplaner,open_day
dateplaner,pmonth
dateplaner,printlist
dateplaner,pweek
dateplaner,pyear
dateplaner,r_day
dateplaner,r_halfyear
dateplaner,r_month
dateplaner,r_nonrecurring
dateplaner,r_week
dateplaner,r_year
dateplaner,readimportfile
dateplaner,rotation
dateplaner,rotation_dates
dateplaner,semester_name
dateplaner,short_01
dateplaner,short_02
dateplaner,short_03
dateplaner,short_04
dateplaner,short_05
dateplaner,short_06
dateplaner,short_07
dateplaner,short_08
dateplaner,short_09
dateplaner,short_10
dateplaner,short_11
dateplaner,short_12
dateplaner,shorttext
dateplaner,singleDate
dateplaner,starttime_for_view
dateplaner,timedate
dateplaner,timeslice
dateplaner,View
dateplaner,viewlist
dateplaner,Week_long
dateplaner,yui_cal_choose_month
dateplaner,yui_cal_choose_year
dcl,dcl_actions
dcl,dcl_activate_approval
dcl,dcl_activate_rating
dcl,dcl_change_notification_dcl_delete_record
dcl,dcl_create_table
dcl,dcl_create_view
dcl,dcl_delete_table
dcl,dcl_display_action_menu_desc
dcl,dcl_edit_by_owner
dcl,dcl_edit_end
dcl,dcl_edit_notification
dcl,dcl_edit_notification_info
dcl,dcl_edit_start
dcl,dcl_edit_type
dcl,dcl_edit_type_lim
dcl,dcl_edit_type_lim_info
dcl,dcl_edit_type_non
dcl,dcl_edit_type_non_info
dcl,dcl_edit_type_unlim
dcl,dcl_edit_type_unlim_info
dcl,dcl_export
dcl,dcl_export_table_excel
dcl,dcl_ILIAS_reference_link_desc
dcl,dcl_inconsistent_at
dcl,dcl_learning_progress_desc
dcl,dcl_no_exportable_fields_or_no_data
dcl,dcl_owner_editable
dcl,dcl_record_edit_viewdefinition
dcl,dcl_record_id
dcl,dcl_record_list_viewdefinition
dcl,dcl_record_view_viewdefinition
dcl,dcl_table_settings
dcl,dcl_tableorder
ecs,ecs_active_header
ecs,ecs_cat_export
ecs,ecs_cat_export_disabled
ecs,ecs_cat_export_enabled
ecs,ecs_cat_export_obj_settings
ecs,ecs_cmap_att_courseType
ecs,ecs_cmap_att_degreeProgramme
ecs,ecs_cmap_att_lecturer
ecs,ecs_cmap_att_module
ecs,ecs_cmap_att_organisation
ecs,ecs_cmap_att_term
ecs,ecs_cmap_att_title
ecs,ecs_cmap_att_venue
ecs,ecs_cmap_atts_table
ecs,ecs_cmap_form_current_dir
ecs,ecs_cmap_form_dir_relation
ecs,ecs_cmap_form_subdir_name
ecs,ecs_cmap_form_subdir_type
ecs,ecs_cmap_form_subdir_value
ecs,ecs_crs_export
ecs,ecs_crs_export_disabled
ecs,ecs_crs_export_enabled
ecs,ecs_crs_export_obj_settings
ecs,ecs_enable_participant
ecs,ecs_export_disabled
ecs,ecs_export_enabled
ecs,ecs_export_obj_settings
ecs,ecs_field_day
ecs,ecs_field_start
ecs,ecs_field_time
ecs,ecs_file_export
ecs,ecs_file_export_disabled
ecs,ecs_file_export_enabled
ecs,ecs_file_export_obj_settings
ecs,ecs_glo_export
ecs,ecs_glo_export_disabled
ecs,ecs_glo_export_enabled
ecs,ecs_glo_export_obj_settings
ecs,ecs_grp_export
ecs,ecs_grp_export_disabled
ecs,ecs_grp_export_enabled
ecs,ecs_grp_export_obj_settings
ecs,ecs_lm_export
ecs,ecs_lm_export_disabled
ecs,ecs_lm_export_enabled
ecs,ecs_lm_export_obj_settings
ecs,ecs_no_owner
ecs,ecs_node_mapping_status_1
ecs,ecs_node_mapping_status_2
ecs,ecs_node_mapping_status_3
ecs,ecs_publish_as
ecs,ecs_rcrs_created_body_a
ecs,ecs_role_mapping_value
ecs,ecs_tbl_settings_for_server
ecs,ecs_tst_export
ecs,ecs_tst_export_disabled
ecs,ecs_tst_export_enabled
ecs,ecs_tst_export_obj_settings
ecs,ecs_wiki_export
ecs,ecs_wiki_export_disabled
ecs,ecs_wiki_export_enabled
ecs,ecs_wiki_export_obj_settings
exc,exc_create_portfolio_select_info
exc,exc_edit_assignments
exc,exc_feedback_notification_salutation
exc,exc_manage
exc,exc_members_already_assigned_tean
exc,exc_peer_edit_file
exc,exc_peer_review_comment
exc,exc_peer_review_cron_info
exc,exc_peer_review_info
exc,exc_peer_review_show_not_rated_yet
exc,exc_peer_upload_file
exc,exc_search_users
exc,exc_team_log_remove_file
exc,exc_team_notification_changed_by
exc,exc_team_notification_salutation
exc,exc_team_upload_not_supported
exercise,exc_crs_add_members
exp,exp_create_xml_file
exp,exp_select_max_one_item
feed,feed_proxy
feed,feed_proxy_info
feed,feed_proxy_port
feed,feed_proxy_port_info
form,err_invalid_input
form,form_msg_wrong_date_format
forum,activate_current_and_childs
forum,add_re_to_subject_info
forum,forums_count
forum,forums_count_thr
forum,forums_notification
forum,forums_notification_subject
forum,forums_post_and_children_were_activated
forum,forums_thread_create_date
forum,frm_sorting_posts
forum,frm_sorting_threads
forum,publishThreadDrafts
grp,grp_accept_subscriber
grp,grp_accept_subscriber_body
grp,grp_admission_link_failure_membership_limited
grp,grp_admission_link_failure_registration_period
grp,grp_delete_member
grp,grp_lim_assigned
grp,grp_min_one_admin
grp,grp_missing_title
grp,grp_open
grp,grp_open_info
grp,grp_reg_code_value
grp,grp_reg_direct_info
grp,grp_reg_end
grp,grp_reg_limit_num
grp,grp_reg_limit_num_info
grp,grp_reg_limit_time
grp,grp_reg_period
grp,grp_reg_start
grp,grp_set_on_waiting_list
grp,grp_subscriber
grp,grp_type_changed_info
grp,grp_users_added
grp,grp_users_removed_from_list
ldap,ldap_group_dn_short
ldap,ldap_ilias_role_short
ldap,ldap_info_text_short
ldap,ldap_role_bind_pass_info
ldap,ldap_role_selection_info
ldap,ldap_scope_base
license,course_licenses_exceeded
link,link_edit_int_link
mail,advice_mail_body_secured
mail,also_as_email
mail,auto_update
mail,cron_update_addressbook
mail,cron_update_addressbook_desc
mail,mail_account_mail_check
mail,mail_add_to_addressbook
mail,mail_add_type
mail,mail_addr_entries
mail,mail_bc_not_valid
mail,mail_bc_search
mail,mail_byte
mail,mail_cc_not_valid
mail,mail_cc_search
mail,mail_check_your_email_addr
mail,mail_compose
mail,mail_edit_entry
mail,mail_email_forbidden
mail,mail_enter_login_or_email_addr
mail,mail_enter_valid_email_addr
mail,mail_enter_valid_login
mail,mail_entry_added
mail,mail_entry_changed
mail,mail_entry_exists
mail,mail_folder_edit
mail,mail_folder_name
mail,mail_folder_options
mail,mail_global_options
mail,mail_group_members
mail,mail_in_addressbook
mail,mail_intern
mail,mail_into_addressbook
mail,mail_members_added_addressbook
mail,mail_new_entry
mail,mail_new_file
mail,mail_no_attach_allowed
mail,mail_no_attachments_found
mail,mail_options_of
mail,mail_received_x_new_mails
mail,mail_recipient_not_valid
mail,mail_s_unread
mail,mail_select_only_one_entry
mail,mail_select_recipients
mail,mail_send_with_system_address
mail,mail_user_addr_n_valid
mail,search_bc_recipient
mail,search_cc_recipient
mail,system_notification_installation_signature
maps,maps_public_profile_info
maps,maps_use_custom_server
mass,mass_delete
mass,mass_edit_learning_progress
mass,mass_edit_members
mass,mass_edit_permissions
mass,mass_mess_notification_failed
mass,mass_read
mass,mass_read_learning_progress
mass,mass_subj_notification_failed
mass,mass_visible
mass,mass_write
mathjax,mathjax_server_cached
mathjax,mathjax_server_cached_info
mcst,mcst_conv_standard_to
mcst,mcst_conv_videoalternative_to
mcst,mcst_convert
mcst,mcst_entry
mcst,mcst_file_extension_settings
mcst,mcst_global_settings
mcst,mcst_purpose_standard
mcst,mcst_purpose_videoalternative
mcst,mcst_target
membership,mem_force_notification_mode_custom
mep,mep_clone
mep,mep_create
mep,mep_folder_content
mep,mep_page_created
mep,mep_parent_folder
meta,md_adv_add_value
meta,md_adv_placeholder_for
meta,md_adv_placeholders
meta,md_adv_substitution
meta,meta_c_TP
meta,meta_c_ZR
meta,meta_c_ZZ
meta,meta_choose_element
meta,meta_choose_language
meta,meta_choose_section
meta,meta_instructional_designer
meta,meta_local_file
meta,meta_mac_os
meta,meta_ms_windows
meta,meta_multi_os
meta,meta_none
meta,meta_pc_dos
meta,meta_reference
meta,meta_unix
news,finish_publishing_date
news,news_hide_news_until_date
news,news_hide_news_until_date_info
news,news_indefinite
news,news_related_to
news,news_subscribe
news,news_unsubscribe
news,priv_feed_no_access_body
news,priv_feed_no_access_title
news,priv_feed_no_auth_body
news,priv_feed_no_auth_title
news,show_news_end_date
note,note_by
note,note_comment_text
notes,notes_add_note
notes,notes_edit_comment
notes,notes_edit_note
notes,notes_label
notes,notes_private_annotating
notes,notes_public_commenting
orgu,edit_ext_id
orgu,lp_is_anonym
orgu,obj_orgu_duplicate
orgu,orgu_copy
orgu,orgu_edit
orgu,orgu_msg_info_paste
orgu,orgu_type_deleted
orgu,orgu_view_learning_progress_rec
orgu,ou_id_type_not_valid
pd,block_show_pdfrmpostdraft
pd,block_show_pdusers
pd,pd_enable_active_users
pd,pd_enable_global_profiles
pd,pd_enable_global_profiles_info
pd,pd_enable_mail_pdsysmess
pd,pd_min_one_admin
pd,pd_pdmail_include_sysnmess
pd,pd_pdmail_include_sysnmess_info
pd,pd_time_before_removal
pd,pd_time_before_removal_info
pdesk,pdesk_feedback_request
pdesk,pdesk_feedbacks
poll,poll_activation_limited_visibility_info
poll,poll_active_no_edit
poll,poll_add_answer
poll,poll_availability_limitless_info
poll,poll_availability_until_info
poll,poll_comments_info
poll,poll_edit_answer
poll,poll_info_delete_sure
poll,poll_participants
poll,poll_update_order
poll,poll_voting_period
poll,poll_voting_period_end
poll,poll_voting_period_start
poll,poll_voting_period_unlimited
prg,prg_async_create
prg,prg_in_progress_img_alt
prg,prg_remove_user_success
prg,prg_successful_img_alt
prg,prg_unmark_accredited_success
prg,prg_update_from_plan_successful
prg,prg_update_successful
prg,prg_view_tree
prg,prg_warning_img_alt
prtf,prtf_admin_inactive_info
prtf,prtf_admin_toggle_info
prtf,prtf_background_color
prtf,prtf_font_color
prtf,prtf_page_element_teaser_blog
prtf,prtf_page_element_teaser_my_courses_inactive
prtf,prtf_portfolio_default
prtf,prtf_portfolio_updated
prtt,prtt_availability_limitless_info
prtt,prtt_availability_until_info
ps,crs_ps_agreement_req_info
ps,crs_ps_required_info
ps,grp_ps_agreement_req_info
ps,grp_ps_required_info
ps,ps_account_security_mode
ps,ps_account_security_mode_customized
ps,ps_account_security_mode_default
ps,ps_btn_add_value
ps,ps_cdf_data_fields
ps,ps_cdf_deleted_field
ps,ps_cdf_no_fields
ps,ps_cdf_no_name_given
ps,ps_delete_export_files
ps,ps_edit_select_field
ps,ps_edit_text_field
ps,ps_name_field
ps,ps_new_select_field
ps,ps_new_text_field
pwassist,pwassist_update_error
rating,rating_average_rating
rating,rating_nr_users
rating,rating_overlay_title_overall
rbac,bdga_edit_permission
rbac,bdga_read
rbac,bdga_visible
rbac,bdga_write
rbac,bibs_copy
rbac,bibs_delete
rbac,catr_read
rbac,cld_permission
rbac,crsr_read
rbac,feed_visible
rbac,fld_create_poll
rbac,perm_administrate
rbac,perm_class_general
rbac,perm_class_general_desc
rbac,perm_class_rbac
rbac,perm_class_rbac_desc
rbac,perm_local_role_desc
rbac,perm_use_local_policy
rbac,poll_visible
rbac,precondition_obligatory_info
rbac,rbac_global_rolt
rbac,rbac_log_inheritance_rmv
rbac,rbac_log_operation_rmv
rbac,rbac_role_exists_alert
rbac,sess_edit_event
rbac,stys_sty_write_custom
rbac,stys_write
rcat,rcat_call
rcrs,rcrs_call
rcrs,rcrs_general_info
rcrs,rcrs_local_informations
registration,auth_radius_sync_info
registration,reg_activation_your_confirmation_link
registration,reg_confirmation_hash_not_passed
registration,reg_enable_access_limitations
registration,registration_code_no_role
rep,rep_visibility_limitless
rfil,rfil_call
rglo,rglo_call
rgrp,rgrp_call
rlm,rlm_call
rtst,rtst_call
rwik,rwik_call
sahs,sahs_insert_scenario
sahs,sahs_oa_no_chapters
sahs,sahs_objective
sahs,sahs_objective_alignment
sahs,sahs_properties
sahs,sahs_sco_final_message
scormdebug,debugwindow_password_enter
scormtrac,display_not_allowed
search,lucene_advances_settings_table
search,lucene_err_squigglet
search,lucene_offline_filter_setting
search,lucene_offline_filter_setting_info
search,search_added_new_folder
search,search_all_results
search,search_and
search,search_below
search,search_change
search,search_concatenation
search,search_dbk_content
search,search_dbk_meta
search,search_delete_sure
search,search_filter_date
search,search_filter_duration
search,search_group
search,search_hits
search,search_in_magazin
search,search_in_result
search,search_item_filter
search,search_lm_content
search,search_lm_meta
search,search_lucene_host
search,search_lucene_info
search,search_lucene_port
search,search_lucene_readme
search,search_meta
search,search_move_folder_not_allowed
search,search_move_to
search,search_my_search_results
search,search_new_folder
search,search_newer_than
search,search_no_category
search,search_no_results_saved
search,search_no_search_term
search,search_object_renamed
search,search_objects_deleted
search,search_objects_moved
search,search_one_action
search,search_or
search,search_page
search,search_page_next
search,search_page_prev
search,search_rename_title
search,search_results_saved
search,search_save_as_select
search,search_search_for
search,search_search_no_results_saved
search,search_search_results
search,search_search_term
search,search_select_exactly_one_object
search,search_select_folder
search,search_select_one
search,search_select_one_action
search,search_select_one_folder_select
search,search_select_one_result
search,search_select_one_select
search,search_show_result
search,search_user_simple
sess,sess_reg_min_members
sess,sess_reg_min_members_info
sess,sess_reg_waiting_list_info
skmg,skmg_cert_achievement_date
skmg,skmg_cert_achievement_datetime
skmg,skmg_certificate
skmg,skmg_choose_only_skill_categories_or_basic_skills
skmg,skmg_edit_sctp
skmg,skmg_insert_as_subitem
skmg,skmg_insert_basic_skill
skmg,skmg_insert_basic_skill_child
skmg,skmg_insert_basic_skill_from_clip_child
skmg,skmg_insert_basic_skill_template
skmg,skmg_insert_basic_skill_template_child
skmg,skmg_insert_on_same_level
skmg,skmg_insert_skill_category
skmg,skmg_insert_skill_category_child
skmg,skmg_insert_skill_category_from_clip_child
skmg,skmg_insert_skill_template_category
skmg,skmg_insert_skill_template_category_child
skmg,skmg_insert_skill_template_reference
skmg,skmg_insert_skill_template_reference_child
skmg,skmg_new_skill
skmg,skmg_new_skill_category
skmg,skmg_new_skill_template
skmg,skmg_new_skill_template_category
skmg,skmg_save_all_titles
skmg,skmg_skill_hierarchie
skmg,skmg_skill_template_category
skmg,skmg_update_self_evaluation
skmg,skmg_usage_type_info_seval
sop,sop_msg_push_tracking_failure
style,sty_border_collapse
style,sty_ca_cntr_class
style,sty_ca_icntr_class
style,sty_ca_icont_class
style,sty_ca_ihead_class
style,sty_caption_class
style,sty_caption_side
style,sty_col_foot_class
style,sty_col_head_class
style,sty_delete_color
style,sty_edit_media_query
style,sty_even_col_class
style,sty_even_row_class
style,sty_font_stretch
style,sty_ha_cntr_class
style,sty_ha_icntr_class
style,sty_ha_icont_class
style,sty_ha_ihcap_class
style,sty_ha_ihead_class
style,sty_ha_iheada_class
style,sty_individual_style
style,sty_lightness_border
style,sty_lightness_cell1_bg
style,sty_lightness_cell1_text
style,sty_lightness_cell2_bg
style,sty_lightness_cell2_text
style,sty_lightness_header_bg
style,sty_lightness_header_text
style,sty_list_style_image
style,sty_list_style_position
style,sty_list_style_type
style,sty_msg_characteristic_already_exists
style,sty_odd_col_class
style,sty_odd_row_class
style,sty_ol
style,sty_row_foot_class
style,sty_row_head_class
style,sty_save_standard_styles
style,sty_standard_style
style,sty_table
style,sty_table_cell_char
style,sty_table_class
style,sty_type_media
style,sty_type_page
style,sty_type_page_nav
style,sty_type_rte_drag
style,sty_type_rte_menu
style,sty_type_rte_mlink
style,sty_type_rte_node
style,sty_type_rte_status
style,sty_type_rte_tclink
style,sty_type_rte_texp
style,sty_type_rte_tli
style,sty_type_rte_tlink
style,sty_type_rte_tree
style,sty_type_rte_tul
style,sty_type_sco
style,sty_type_sco_desc
style,sty_type_sco_desct
style,sty_type_sco_fmess
style,sty_type_sco_keyw
style,sty_type_sco_obj
style,sty_type_sco_objt
style,sty_type_sco_title
style,sty_type_table
style,sty_type_table_caption
style,sty_type_table_cell
style,sty_ul
style,sty_va_cntr_class
style,sty_va_icntr_class
style,sty_va_icont_class
style,sty_va_ihcap_class
style,sty_va_ihead_class
style,sty_va_iheada_class
style,style_move_style_into
style,sub_style_settings
style,system_styel_activation
survey,add_category
survey,add_limits_for_standard_numbers
survey,add_phrase_introduction
survey,add_standard_numbers
survey,adm_no_users_found
survey,adm_remove_select_user
survey,adm_removed_users
survey,adm_search_select_user
survey,adm_search_string_too_small
survey,adm_special_users
survey,anonymize_registered_user
survey,anonymize_resume_introduction
survey,anonymous_with_personalized_survey
survey,ask_insert_questionblocks
survey,ask_insert_questions
survey,cannot_create_survey_codes
survey,cannot_edit_survey
survey,cannot_export_questionpool
survey,cannot_export_survey
survey,cannot_maintain_survey
survey,category_delete_confirm
survey,category_delete_select_none
survey,check_category_to_save_phrase
survey,create_questionpool_before_add_question
survey,duplicate_svy
survey,edit_ask_continue
survey,edit_constraints_introduction
survey,enter_questionblock_title
survey,enter_value
survey,err_no_selection
survey,error_add_heading
survey,exit
survey,export_data_as
survey,external_mails_import
survey,external_recipients_deleted
survey,externalRecipients
survey,fill_out_all_category_fields
survey,fill_out_all_required_fields_add_category
survey,fill_out_all_required_fields_delete_category
survey,fill_out_all_required_fields_move_category
survey,fill_out_all_required_fields_save_phrase
survey,form_data_modified_press_save
survey,found_questions
survey,found_users
survey,import_error_survey_no_proper_values
survey,import_error_survey_no_properties
survey,import_from_dataset
survey,info_anonymize_registered_user
survey,info_anonymize_with_code
survey,info_anonymize_without_code
survey,introduction_manage_phrases
survey,invited_groups
survey,label_resume_survey
survey,mail_import_example1
survey,matrix_column_delete_select_none
survey,matrix_columns_rows
survey,matrix_error_no_columns
survey,matrix_error_no_rows
survey,matrix_row_delete_select_none
survey,matrix_subtype_date
survey,matrix_subtype_description
survey,matrix_subtype_double
survey,matrix_subtype_integer
survey,matrix_subtype_text
survey,matrix_subtype_time
survey,message_mail_survey_id
survey,missing_upper_or_lower_limit
survey,multiple_choice_multiple_response
survey,multiple_choice_single_response
survey,multiple_choice_subtype_description
survey,no_available_constraints
survey,no_category_selected_for_deleting
survey,no_category_selected_for_move
survey,no_constraints_checked
survey,no_questionblocks_available
survey,no_search_results
survey,no_user_phrases_defined
survey,nominal_question_not_checked
survey,on_additional
survey,other_answer_desc
survey,participating_users
survey,percentage_of_entered_values
survey,percentage_of_offered_answers
survey,please_enter_mail_message
survey,please_enter_mail_subject
survey,qpl_past_questions_confirmation
survey,qpl_questions_pasted
survey,question_contains_no_categories
survey,question_has_constraints
survey,question_icon
survey,questionblock_has_constraints
survey,questionblock_icon
survey,ratio_scale_ge_zero
survey,save_back_to_survey
survey,save_phrase_categories_not_checked
survey,search_field_all
survey,search_invitation
survey,search_questions
survey,search_type_all
survey,select_phrase_to_add
survey,select_svy_option
survey,select_target_position_for_move
survey,specialusers
survey,spl_general_properties
survey,spl_select_file_for_import
survey,subject_mail_survey_id
survey,survey_360_rater_code_mail_on_demand
survey,survey_360_title
survey,survey_code_message_sent
survey,survey_code_no_codes
survey,survey_default_mode
survey,survey_default_mode_info
survey,survey_dnd_double_click_to_delete
survey,survey_mode
survey,survey_notification_settings
survey,survey_offline_message
survey,survey_online_warning
survey,survey_question_optional
survey,survey_selected_user_data_deleted
survey,survey_skip_finish
survey,survey_skip_next
survey,survey_skip_previous
survey,survey_skip_start
survey,survey_text_textheight_desc
survey,survey_text_textwidth_desc
survey,survey_use_pool
survey,survey_write_skills
survey,svy_availability_limitless_info
survey,svy_availability_until_info
survey,svy_create_export_file
survey,svy_file
survey,svy_maintenance_information_no_results
survey,svy_missing_author
survey,svy_missing_questions
survey,svy_missing_title
survey,svy_presentation_properties
survey,svy_select_file_for_import
survey,svy_select_questionpools
survey,svy_select_surveys
survey,svy_size
survey,svy_statistical_evaluation
survey,svy_status_missing
survey,svy_status_missing_elements
survey,svy_status_ok
survey,table_fields
survey,tablefields
survey,tablefields_info
survey,text_resume_survey
survey,title_resume_survey
survey,use_google_chart_api
survey,use_google_chart_api_desc
survey,value_nr_entered
survey,view_constraints_introduction
survey,view_phrase
survey,warning_question_in_use
survey,wrong_categories_selected_for_insert
sysc,sysc_task_tree_missing
sysc,sysc_task_tree_missing_desc
tax,tax_delete_taxonomy
tax,tax_sorting
trac,found_objects
trac,found_too_much_objects
trac,info_all_objects
trac,info_dwell_time
trac,info_found_objects
trac,newUT_settings
trac,stats_access
trac,stats_accesses
trac,stats_all
trac,stats_chapter
trac,stats_chapter_average_page_number
trac,stats_chapter_depth_coverage
trac,stats_chapter_fewest_access
trac,stats_chapter_listing
trac,stats_chapter_longest_total_dwell_time_depth
trac,stats_chapter_most_access_depth
trac,stats_chapter_most_pages
trac,stats_chapter_number
trac,stats_chapter_statisics
trac,stats_chapter_stubbiest_total_dwell_time
trac,stats_chapter_top
trac,stats_chapter_total_statistic
trac,stats_choice
trac,stats_current
trac,stats_depth
trac,stats_duration
trac,stats_equivalent
trac,stats_hits
trac,stats_hour
trac,stats_interval
trac,stats_interval_dwell_time
trac,stats_interval_page_access
trac,stats_last
trac,stats_legend
trac,stats_measurable_hits
trac,stats_minute
trac,stats_navigation
trac,stats_new_selection
trac,stats_occurrence
trac,stats_of
trac,stats_page
trac,stats_page_average_access
trac,stats_page_average_dwell_time
trac,stats_page_deviation_access
trac,stats_page_deviation_dwell_time
trac,stats_page_fewest_access
trac,stats_page_highest_deviation
trac,stats_page_highest_varcoeff
trac,stats_page_least_deviation
trac,stats_page_listing
trac,stats_page_longest_average_dwell_time
trac,stats_page_longest_total_dwell_time
trac,stats_page_lowest_varcoeff
trac,stats_page_median_access
trac,stats_page_median_dwell_time
trac,stats_page_mode_access
trac,stats_page_most_access
trac,stats_page_number
trac,stats_page_number_access
trac,stats_page_range_access
trac,stats_page_range_dwell_time
trac,stats_page_stubbiest_average_dwell_time
trac,stats_page_stubbiest_total_dwell_time
trac,stats_page_total_dwell_time
trac,stats_page_total_statistic
trac,stats_page_varcoeff_access
trac,stats_page_varcoeff_dwell_time
trac,stats_page_variance_access
trac,stats_page_variance_dwell_time
trac,stats_pages
trac,stats_pages_statisics
trac,stats_sec
trac,stats_sel_lng
trac,stats_session
trac,stats_session_average_length
trac,stats_session_average_page_access
trac,stats_session_evaluable
trac,stats_session_evaluable_access
trac,stats_session_evaluable_usr
trac,stats_session_involved_usr
trac,stats_session_listing
trac,stats_session_longest
trac,stats_session_longest_total_duration_usr
trac,stats_session_most
trac,stats_session_number
trac,stats_session_total_duration
trac,stats_session_total_statistic
trac,stats_sessions
trac,stats_sessions_statisics
trac,stats_start
trac,stats_summation
trac,stats_tracked_user
trac,stats_until
trac,stats_user
trac,stats_user_selected
trac,stats_with
trac,total_dwell_time
trac,trac_activated
trac,trac_active_both
trac,trac_active_lp_only
trac,trac_active_ut_only
trac,trac_added_no_shown_list
trac,trac_assignments
trac,trac_below
trac,trac_comments
trac,trac_crs_assignments
trac,trac_crs_items
trac,trac_crs_members
trac,trac_crs_releavant_items
trac,trac_crs_relevant_items
trac,trac_edit_progress
trac,trac_edit_time
trac,trac_edit_visits
trac,trac_edited_scos
trac,trac_editing_time_passed
trac,trac_filter_limit_reached
trac,trac_filter_no_access
trac,trac_filter_none
trac,trac_filter_repository
trac,trac_fold_relevant_items
trac,trac_group_materials_num
trac,trac_grp_relevant_items
trac,trac_head_timing
trac,trac_inactive_both
trac,trac_learners
trac,trac_learners_back
trac,trac_learning_progress_objects_description
trac,trac_learning_progress_tbl_header
trac,trac_lm_statistics
trac,trac_lp_on_personal_desktop
trac,trac_lp_on_personal_desktop_info
trac,trac_lp_settings_info_parent_group
trac,trac_lp_settings_info_parent_usage
trac,trac_marks
trac,trac_mode_deactivated_info
trac,trac_mode_scorm_aicc
trac,trac_mode_study_programme_info
trac,trac_modifications_saved
trac,trac_modus
trac,trac_no_content
trac,trac_no_sahs_items_found
trac,trac_num_visits
trac,trac_occurrences
trac,trac_processing_time
trac,trac_query
trac,trac_reached_objectives
trac,trac_reached_points
trac,trac_reached_visits
trac,trac_select_one
trac,trac_show
trac,trac_show_hidden
trac,trac_user_activities
trac,trac_user_objects
trac,trac_usr_list
trac,tracking_time_span_not_valid
trac,vm_access_of_users
trac,vm_days_of_period
trac,vm_times_of_day
user,tos_accepted_content
user,user_account_codes
user,user_account_export_codes_no_data
user,user_account_used
user,user_add_page
user,user_delete_own_account_password_confirmation
user,user_ext_profile
user,user_ext_profiles
user,user_ext_profiles_desc
user,user_new_profile_page
user,user_selected_pages_deleted
user,user_sure_delete_pages
user,usr_link_to_profile
user,usr_public_profile_global_info
user,usr_public_profile_logged_in_info
webr,webr_imort
wfe,definition_table_title
wiki,wiki_activate_sideblock_rating
wiki,wiki_add_page_properties
wiki,wiki_adv_md_hidden
wiki,wiki_amd_page_list_no_hits
wiki,wiki_article
wiki,wiki_change_notification_body_new
wiki,wiki_change_notification_page_body_comment
wiki,wiki_change_notification_page_body_delete
wiki,wiki_discussion
wiki,wiki_edit
wiki,wiki_edit_notification
wiki,wiki_edit_notification_info
wiki,wiki_history
wiki,wiki_link
wiki,wiki_main_page
wiki,wiki_media_list
wiki,wiki_msg_short_name_regexp
wiki,wiki_notification_toggle_info
wiki,wiki_notification_toggle_page_activate
wiki,wiki_notification_toggle_page_deactivate
wiki,wiki_notification_toggle_wiki_activate
wiki,wiki_notification_toggle_wiki_deactivate
wiki,wiki_random_page
wiki,wiki_short_title
wiki,wiki_short_title_desc2
wiki,wiki_start_page_title
wsp,wsp_navigation_folders
wsp,wsp_navigation_resource
wsp,wsp_permission_add_users
wsp,wsp_remove_permission
wsp,wsp_root_folder
wsp,wsp_share_select_user
